,doornumber,carbody,drivewheel,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price
48,0,0,1,0,0.9547920433996379,0.8731343283582089,0.8611111111111088,0.4166666666666667,1,0,0,1,0,0.7785714285714285,1.0,0.21875000000000014,0,0,0,0,1.0
49,1,0,1,0,0.5569620253164556,0.7552238805970147,0.9537037037037012,0.0,0,0,0,1,0,0.7142857142857143,0.0833333333333337,1.0,1,0,0,0,1.0
50,1,0,0,0,0.23508137432188048,0.2686567164179101,0.36111111111111077,0.5250000000000004,0,0,0,0,0,0.34999999999999987,0.4083333333333335,0.5,0,0,0,0,0.0031483185117039763
51,1,0,0,0,0.23508137432188048,0.2686567164179101,0.36111111111111077,0.5250000000000004,0,0,0,0,0,0.34999999999999987,0.4083333333333335,0.5,0,0,0,0,0.03994684657058162
52,1,0,0,0,0.23508137432188048,0.2686567164179101,0.36111111111111077,0.5250000000000004,0,0,0,0,0,0.34999999999999987,0.4083333333333335,0.5,0,0,0,0,0.06856792394970868
53,0,0,0,0,0.23508137432188048,0.3835820895522388,0.36111111111111077,0.5250000000000004,0,0,0,0,0,0.34999999999999987,0.4083333333333335,0.5,0,0,0,0,0.06447919860983338
54,0,0,0,0,0.23508137432188048,0.3835820895522388,0.36111111111111077,0.5250000000000004,0,0,0,0,0,0.3857142857142858,0.4083333333333335,0.5,0,0,0,0,0.09310027598896044
55,1,0,1,0,0.31464737793851705,0.41641791044776105,0.49999999999999933,0.15000000000000036,0,1,1,0,0,0.5642857142857144,0.4958333333333334,0.625,0,0,0,0,0.23825002555453337
56,1,0,1,0,0.31464737793851705,0.41641791044776105,0.49999999999999933,0.15000000000000036,0,1,1,0,0,0.5642857142857144,0.4958333333333334,0.625,0,0,0,0,0.275048553613411
57,1,0,1,0,0.31464737793851705,0.41641791044776105,0.49999999999999933,0.15000000000000036,0,1,1,0,0,0.5642857142857144,0.4958333333333334,0.625,0,0,0,0,0.3486456097311663
58,1,0,1,0,0.31464737793851705,0.41641791044776105,0.49999999999999933,0.15000000000000036,0,1,1,0,0,0.5642857142857144,0.4958333333333334,0.625,0,0,0,0,0.4304201165286722
59,1,0,0,0,0.4412296564195296,0.5477611940298508,0.574074074074073,0.49166666666666714,0,0,0,0,0,0.6071428571428572,0.6083333333333335,0.375,0,0,0,0,0.1523867934171522
60,0,0,0,0,0.4412296564195296,0.5477611940298508,0.574074074074073,0.6416666666666669,0,0,0,0,0,0.6071428571428572,0.6083333333333335,0.375,0,0,0,0,0.13807625472758867
61,1,0,0,0,0.4412296564195296,0.5477611940298508,0.574074074074073,0.49166666666666714,0,0,0,0,0,0.6071428571428572,0.6083333333333335,0.375,0,0,0,0,0.22393948686496984
62,0,0,0,0,0.4412296564195296,0.5477611940298508,0.574074074074073,0.6416666666666669,0,0,0,0,0,0.6071428571428572,0.6083333333333335,0.375,0,0,0,0,0.2096289481754063
63,0,0,0,0,0.4412296564195296,0.5477611940298508,0.574074074074073,0.6416666666666669,0,0,0,0,0,0.6071428571428572,0.6083333333333335,1.0,0,0,0,0,0.23211693754472043
64,0,0,0,0,0.4412296564195296,0.5477611940298508,0.574074074074073,0.6416666666666669,0,0,0,0,0,0.6071428571428572,0.6083333333333335,0.375,0,0,0,0,0.25051620157415927
65,0,0,1,0,0.6618444846292947,0.5059701492537312,0.5370370370370355,0.5500000000000002,0,0,0,0,0,0.8714285714285713,0.416666666666667,0.18750000000000028,0,0,0,0,0.5381580292343862
66,0,0,1,0,0.6618444846292947,0.5059701492537312,0.5370370370370355,0.5500000000000002,0,0,0,0,0,0.6357142857142859,0.8166666666666667,1.0,0,0,0,0,0.5407748134519064
67,0,0,1,0,0.8462929475587699,0.7432835820895523,0.9259259259259237,0.7250000000000002,0,0,0,0,0,0.7428571428571429,0.8166666666666667,1.0,0,0,0,0,0.8354901359501176
68,0,1,1,0,0.8462929475587699,0.7432835820895523,0.9259259259259237,0.9083333333333338,0,0,0,0,0,0.7428571428571429,0.8166666666666667,1.0,0,0,0,0,0.9457221711131555
69,1,0,1,0,0.7269439421338153,0.6925373134328358,0.9259259259259237,0.5916666666666668,0,0,0,0,0,0.7428571428571429,0.8166666666666667,1.0,0,0,0,0,0.9427782888684453
70,0,0,1,0,1.0,0.917910447761194,1.0,0.7083333333333334,0,0,0,0,0,0.7428571428571429,0.8166666666666667,1.0,0,0,0,0,1.0
71,0,0,1,0,1.0,0.917910447761194,1.0,0.7250000000000002,0,0,0,1,0,0.6571428571428571,0.36666666666666703,0.2812500000000004,0,0,0,0,1.0
72,1,0,1,0,0.36166365280289303,0.5850746268656717,0.9444444444444424,0.25,0,0,0,1,0,0.6571428571428571,0.36666666666666703,0.2812500000000004,0,0,0,0,1.0
73,0,0,1,0,1.0,1.0,1.0,0.7416666666666671,0,0,0,1,0,0.8999999999999999,0.5750000000000002,0.18750000000000028,0,0,0,0,1.0
74,1,0,1,0,0.9186256781193486,0.8671641791044775,1.0,0.6333333333333334,0,0,0,1,0,0.8999999999999999,0.5750000000000002,0.18750000000000028,0,0,0,0,1.0
75,1,0,1,0,0.5822784810126581,0.5567164179104478,0.7129629629629616,0.5833333333333334,0,0,0,0,0,0.8857142857142856,0.3833333333333337,0.18750000000000028,0,0,0,0,0.46550137994480223
76,1,0,0,0,0.25678119349005435,0.24179104477611935,0.37962962962962954,0.25,0,0,0,0,0,0.3071428571428573,0.4750000000000002,0.625,0,0,0,0,0.011080445671062046
77,1,0,0,0,0.25678119349005435,0.24179104477611935,0.37962962962962954,0.25,0,0,0,0,0,0.3071428571428573,0.4750000000000002,0.625,0,0,0,0,0.043790248390064394
78,1,0,0,0,0.25678119349005435,0.24179104477611935,0.37962962962962954,0.25,0,0,0,0,0,0.3071428571428573,0.4750000000000002,0.625,0,0,0,0,0.0634161300214658
79,1,0,0,0,0.23146473779385177,0.24179104477611935,0.3240740740740733,0.25,0,0,0,0,0,0.34999999999999987,0.6083333333333335,0.06250000000000028,0,0,0,0,0.1051211284881938
80,1,0,0,0,0.3508137432188064,0.4761194029850745,0.4722222222222219,0.13333333333333344,0,0,0,0,0,0.44999999999999996,0.6666666666666666,0.031250000000000416,0,0,0,0,0.197935193703363
81,1,0,0,0,0.3508137432188064,0.4761194029850745,0.4722222222222219,0.13333333333333344,0,0,0,0,0,0.5785714285714286,0.6666666666666666,0.3437500000000001,0,0,0,0,0.1382398037411837
82,1,0,0,0,0.3363471971066909,0.47910447761193997,0.5555555555555542,0.20000000000000048,0,0,0,0,0,0.7428571428571429,0.9999999999999997,0.0,0,0,0,0,0.30710416027803333
83,1,0,0,0,0.3363471971066909,0.47910447761193997,0.5555555555555542,0.20000000000000048,0,0,0,0,0,0.7499999999999999,0.9999999999999997,0.0,0,0,0,0,0.3986916078912399
84,1,0,0,0,0.3363471971066909,0.47910447761193997,0.5555555555555542,0.20000000000000048,0,0,0,0,0,0.7499999999999999,0.9999999999999997,0.0,0,0,0,0,0.3831544515997138
85,0,0,0,0,0.3508137432188064,0.46716417910447755,0.4722222222222219,0.31666666666666704,0,0,0,0,0,0.5785714285714286,0.6666666666666666,0.3437500000000001,0,0,0,0,0.07650005110906676
86,0,0,0,0,0.3508137432188064,0.46716417910447755,0.4722222222222219,0.31666666666666704,0,0,0,0,0,0.5785714285714286,0.6666666666666666,0.3437500000000001,0,0,0,0,0.12556475518757026
87,0,0,0,0,0.3508137432188064,0.46716417910447755,0.4722222222222219,0.31666666666666704,0,0,0,0,0,0.44999999999999996,0.6666666666666666,0.031250000000000416,0,0,0,0,0.17013186139221098
88,0,0,0,0,0.3508137432188064,0.46716417910447755,0.4722222222222219,0.31666666666666704,0,0,0,0,0,0.44999999999999996,0.6666666666666666,0.031250000000000416,0,0,0,0,0.17013186139221098
89,1,0,0,0,0.2857142857142857,0.3611940298507463,0.3240740740740733,0.5583333333333336,0,0,0,0,0,0.43571428571428567,0.5250000000000001,0.625,0,0,0,0,0.015578043544924869
90,1,0,0,0,0.2857142857142857,0.3611940298507463,0.3240740740740733,0.5583333333333336,0,0,0,0,0,0.32142857142857156,0.6750000000000002,1.0,0,0,0,1,0.08099764898292958
91,1,0,0,0,0.2857142857142857,0.3611940298507463,0.3240740740740733,0.5583333333333336,0,0,0,0,0,0.43571428571428567,0.5250000000000001,0.625,0,0,0,0,0.06259838495349075
92,0,0,0,0,0.2857142857142857,0.3611940298507463,0.3240740740740733,0.5583333333333336,0,0,0,0,0,0.43571428571428567,0.5250000000000001,0.625,0,0,0,0,0.07077583563324134
93,0,1,0,0,0.2857142857142857,0.4343283582089549,0.3240740740740733,0.47500000000000026,0,0,0,0,0,0.43571428571428567,0.5250000000000001,0.625,0,0,0,0,0.09121946233261781
94,1,0,0,0,0.2857142857142857,0.3611940298507463,0.3240740740740733,0.5583333333333336,0,0,0,0,0,0.43571428571428567,0.5250000000000001,0.625,0,0,0,0,0.08917509966268015
95,1,0,0,0,0.2857142857142857,0.3656716417910445,0.3240740740740733,0.4583333333333333,0,0,0,0,0,0.43571428571428567,0.5250000000000001,0.625,0,0,0,0,0.10961872636205663
96,0,0,0,0,0.2857142857142857,0.3611940298507463,0.3240740740740733,0.5583333333333336,0,0,0,0,0,0.43571428571428567,0.5250000000000001,0.625,0,0,0,0,0.09735255034243075
97,0,1,0,0,0.2857142857142857,0.4343283582089549,0.3240740740740733,0.47500000000000026,0,0,0,0,0,0.43571428571428567,0.5250000000000001,0.625,0,0,0,0,0.11779617704180721
98,1,0,0,0,0.30741410488245907,0.3179104477611939,0.3240740740740733,0.4583333333333333,0,0,0,0,0,0.43571428571428567,0.5250000000000001,0.625,0,0,0,0,0.12801799039149545
99,0,0,0,0,0.38336347197106696,0.4820895522388059,0.45370370370370317,0.5750000000000005,0,0,0,0,0,0.5642857142857144,0.6750000000000002,0.3437500000000001,0,0,0,0,0.1566390677706225
100,0,0,0,0,0.38336347197106696,0.4820895522388059,0.45370370370370317,0.5750000000000005,0,0,0,0,0,0.5642857142857144,0.6750000000000002,0.3437500000000001,0,0,0,0,0.18117141980987428
101,0,0,0,0,0.4990958408679928,0.605970149253731,0.574074074074073,0.6083333333333337,0,0,0,0,0,0.6357142857142859,0.5083333333333335,0.5,0,0,0,0,0.3426760707349484
102,0,1,0,0,0.4990958408679928,0.6492537313432835,0.574074074074073,0.691666666666667,0,0,0,0,0,0.6357142857142859,0.5083333333333335,0.5,0,0,0,0,0.379474598793826
103,0,0,0,0,0.4990958408679928,0.6492537313432835,0.574074074074073,0.6083333333333337,0,0,0,0,0,0.6357142857142859,0.5083333333333335,0.5,0,0,0,0,0.3426760707349484
104,1,0,1,0,0.16998191681735983,0.4417910447761191,0.7037037037037028,0.1583333333333338,0,0,0,0,0,0.6357142857142859,0.5083333333333335,0.5,0,0,0,0,0.49395890831033423
105,1,0,1,0,0.16998191681735983,0.4417910447761191,0.7037037037037028,0.1583333333333338,0,0,0,0,0,0.6357142857142859,0.5083333333333335,0.12500000000000028,1,0,0,0,0.5961770418072166
106,1,0,1,0,0.45569620253164556,0.5582089552238805,0.7037037037037028,0.1583333333333338,0,0,0,0,0,0.6357142857142859,0.5083333333333335,0.5,0,0,0,0,0.5430236123888378
107,0,0,1,0,0.7703435804701626,0.680597014925373,0.749999999999999,0.7416666666666671,0,0,0,0,0,0.6571428571428571,0.4416666666666669,0.3125000000000003,0,0,0,0,0.27729735255034244
108,0,0,1,0,0.7703435804701626,0.680597014925373,0.749999999999999,0.7416666666666671,0,0,0,0,0,0.8285714285714287,0.7166666666666667,1.0,0,0,0,0,0.33045078196872124
109,0,1,1,0,0.9981916817359852,0.8626865671641792,0.749999999999999,0.9083333333333338,0,0,0,0,0,0.6571428571428571,0.4416666666666669,0.3125000000000003,0,0,0,0,0.29937646938566903
110,0,1,1,0,0.9981916817359852,0.8626865671641792,0.749999999999999,0.9083333333333338,0,0,0,0,0,0.8285714285714287,0.7166666666666667,1.0,0,0,0,0,0.3574363692118982
111,0,0,1,0,0.7703435804701626,0.680597014925373,0.749999999999999,0.7416666666666671,0,0,0,0,0,0.6571428571428571,0.0,0.3125000000000003,0,0,0,0,0.42776244505775324
112,0,0,1,0,0.7703435804701626,0.680597014925373,0.749999999999999,0.7416666666666671,0,0,0,0,0,0.8285714285714287,0.7166666666666667,1.0,0,0,0,0,0.48173361954410715
113,0,1,1,0,0.9981916817359852,0.8626865671641792,0.749999999999999,0.7416666666666671,0,0,0,0,0,0.6571428571428571,0.0,0.3125000000000003,0,0,0,0,0.4733517325973628
114,0,1,1,0,0.9981916817359852,0.8626865671641792,0.749999999999999,0.9083333333333338,0,0,0,0,0,0.8285714285714287,0.7166666666666667,1.0,0,0,0,0,0.4888888888888889
115,0,0,1,0,0.7703435804701626,0.680597014925373,0.749999999999999,0.7416666666666671,0,0,0,0,0,0.6571428571428571,0.4416666666666669,0.3125000000000003,0,0,0,0,0.47069406112644385
116,0,0,1,0,0.7703435804701626,0.680597014925373,0.749999999999999,0.7416666666666671,0,0,0,0,0,0.8285714285714287,0.7166666666666667,1.0,0,0,0,0,0.5246652356127978
117,0,0,1,0,0.7739602169981913,0.680597014925373,0.740740740740739,0.6833333333333336,0,0,0,0,0,0.7642857142857142,0.45833333333333354,0.0,0,0,0,0,0.5328426862925483
118,1,0,0,0,0.25678119349005435,0.24179104477611935,0.3240740740740733,0.25,0,0,0,0,0,0.3071428571428573,0.4750000000000002,0.625,0,0,0,0,0.018562813043033834
119,1,0,0,0,0.25678119349005435,0.24179104477611935,0.3240740740740733,0.25,0,0,0,0,0,0.34999999999999987,0.6083333333333335,0.06250000000000028,0,0,0,0,0.1160789123990596
120,0,0,0,0,0.25678119349005435,0.24179104477611935,0.3240740740740733,0.2333333333333337,0,0,0,0,0,0.3071428571428573,0.4750000000000002,0.625,0,0,0,0,0.04542573852601452
121,0,0,0,0,0.25678119349005435,0.39104477611940297,0.3240740740740733,0.25,0,0,0,0,0,0.3071428571428573,0.4750000000000002,0.625,0,0,0,0,0.06435653684963713
122,0,0,0,0,0.25678119349005435,0.39104477611940297,0.3240740740740733,0.25,0,0,0,0,0,0.3071428571428573,0.4750000000000002,0.625,0,0,0,0,0.10185014821629357
123,0,1,0,0,0.6039783001808315,0.4999999999999998,0.3981481481481469,1.0,0,0,0,0,0,0.5785714285714286,0.6666666666666666,0.3437500000000001,0,0,0,0,0.15549422467545743
124,1,0,1,0,0.3363471971066909,0.47910447761193997,0.5555555555555542,0.20000000000000048,0,0,0,0,0,0.7499999999999999,0.9999999999999997,0.0,0,0,0,0,0.31262393948686495
125,1,0,1,0,0.2857142857142857,0.41492537313432826,0.740740740740739,0.20000000000000048,0,0,0,0,0,1.0,0.37500000000000017,0.6562499999999999,0,0,0,0,0.6909945824389246
126,1,0,1,1,0.1048824593128392,0.41492537313432826,0.4351851851851844,0.31666666666666704,0,0,0,0,0,0.8571428571428573,0.20000000000000037,0.6562499999999999,1,0,0,0,1.0
127,1,0,1,1,0.1048824593128392,0.41492537313432826,0.4351851851851844,0.31666666666666704,0,0,0,0,0,0.8571428571428573,0.20000000000000037,0.6562499999999999,1,0,0,0,1.0
128,1,0,1,1,0.1048824593128392,0.41492537313432826,0.4351851851851844,0.31666666666666704,0,0,0,0,0,0.8571428571428573,0.20000000000000037,0.6562499999999999,1,0,0,0,1.0
129,1,0,1,0,0.4267631103074142,0.5164179104477609,1.0,0.22500000000000023,0,0,0,0,0,1.0,0.37500000000000017,0.8124999999999998,1,0,0,0,1.0
130,0,1,0,0,0.3435804701627484,0.6029850746268656,0.574074074074073,0.6166666666666671,0,0,0,0,0,0.6571428571428571,1.0,0.4062499999999999,0,0,0,0,0.17078605744659103
131,1,0,0,0,0.3435804701627484,0.5328358208955224,0.5833333333333317,0.22500000000000023,0,0,0,0,0,0.6571428571428571,1.0,0.4062499999999999,0,0,0,0,0.19531840948584278
132,1,0,0,0,0.4520795660036163,0.6791044776119401,0.574074074074073,0.691666666666667,0,0,0,0,0,0.7142857142857143,0.34166666666666684,0.596875,0,0,0,0,0.2752529898804048
133,0,0,0,0,0.4520795660036163,0.6791044776119401,0.574074074074073,0.691666666666667,0,0,0,0,0,0.7142857142857143,0.34166666666666684,0.5937500000000001,0,0,0,0,0.28833691096800573
134,1,0,0,0,0.4520795660036163,0.6791044776119401,0.574074074074073,0.691666666666667,0,0,0,0,0,0.0,0.0,0.5937500000000001,0,0,0,0,0.40568332822242664
135,0,0,0,0,0.4520795660036163,0.6791044776119401,0.574074074074073,0.691666666666667,0,0,0,0,0,0.7142857142857143,0.34166666666666684,0.5937500000000001,0,0,0,0,0.42490033731984056
136,1,0,0,0,0.4520795660036163,0.6791044776119401,0.574074074074073,0.691666666666667,0,0,0,0,0,0.7142857142857143,0.34166666666666684,0.5,0,0,0,0,0.5328426862925483
137,0,0,0,0,0.4520795660036163,0.6791044776119401,0.574074074074073,0.691666666666667,0,0,0,0,0,0.7142857142857143,0.34166666666666684,0.5,0,0,0,0,0.5520596953899621
138,1,0,0,0,0.25678119349005435,0.2358208955223879,0.2870370370370365,0.49166666666666714,0,0,0,0,0,0.7714285714285716,0.0,0.5,0,0,0,0,0.0
139,1,0,0,0,0.25678119349005435,0.2507462686567163,0.30555555555555525,0.49166666666666714,0,0,0,0,0,0.7714285714285716,0.0,0.4062499999999999,0,0,0,0,0.07911683532658693
140,1,0,0,0,0.24231464737793845,0.24179104477611935,0.3240740740740733,0.6583333333333338,0,0,0,0,0,0.7714285714285716,0.0,0.4062499999999999,0,0,0,0,0.10160482469590106
141,0,0,0,0,0.38336347197106696,0.46119402985074615,0.4722222222222219,0.3916666666666669,0,0,0,0,0,0.7714285714285716,0.0,0.6562499999999999,0,0,0,0,0.0821016048246959
142,0,0,0,0,0.38336347197106696,0.46119402985074615,0.4722222222222219,0.3916666666666669,0,0,0,0,0,0.7714285714285716,0.0,0.6562499999999999,0,0,0,0,0.10863743228048656
143,0,0,0,0,0.38336347197106696,0.46119402985074615,0.4722222222222219,0.3916666666666669,0,0,0,0,0,0.7714285714285716,0.0,0.5,0,0,0,0,0.19797608095676172
144,0,0,0,0,0.376130198915009,0.46119402985074615,0.4722222222222219,0.5416666666666666,0,0,0,0,0,0.7714285714285716,0.0,0.5,0,0,0,0,0.16825104773586835
